CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Rating,Year,Contract_Type
H5427,Local CCP,"FREEDOM HEALTH, INC.","Freedom Health, Inc.","America's 1st Choice Holdings of Florida, LLC",4,2015,MA PD
H5428,Local CCP,SAN MATEO HEALTH COMMISSION,Health Plan of San Mateo,Health Plan of San Mateo,3.5,2015,MA PD
H5430,Local CCP,ONECARE BY CARE1ST HEALTH PLAN ARIZONA INC.,Care1st+,Care1st Health Plan,3,2015,MA PD
H5431,Local CCP,"HEALTHSUN HEALTH PLANS, INC.","HealthSun Health Plans, Inc.","HealthSun Health Plans, Inc",4,2015,MA PD
H5433,Local CCP,ORANGE COUNTY HEALTH AUTHORITY,OneCare,Orange County Health Authority,2.5,2015,MA PD
H5434,Local CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Guidewell Mutual Holding Corporation,3.5,2015,MA PD
H5435,PFFS,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
H5439,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",3,2015,MA PD
H5471,Local CCP,"SIMPLY HEALTHCARE PLANS, INC.","Simply Healthcare Plans, Inc.","Simply Healthcare Holdings, Inc.",4,2015,MA PD
H5507,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
H5508,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,2.5,2015,MA PD
H5509,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,4,2015,MA PD
H5516,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
H5520,Local CCP,HEALTH NET LIFE INSURANCE COMPANY,Health Net Life Insurance Company,"Health Net, Inc.",4,2015,MA PD
H5521,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4,2015,MA PD
H5522,Local CCP,"HEALTHASSURANCE PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4.5,2015,MA PD
H5525,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4,2015,MA PD
H5526,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4.5,2015,MA PD
H5528,Local CCP,GROUP HEALTH INCORPORATED,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",2.5,2015,MA PD
H5529,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3.5,2015,MA PD
H5530,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3.5,2015,MA PD
H5532,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,2015,MA PD
H5533,Local CCP,"UPMC HEALTH NETWORK, INC.",UPMC Health Plan,UPMC Health System,3.5,2015,MA PD
H5549,Local CCP,VNS CHOICE,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,3,2015,MA PD
H5576,Local CCP,"VANTAGE HEALTH PLAN, INC.","Vantage Health Plan, Inc.","Vantage Holdings, Inc.",3.5,2015,MA PD
H5577,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",3.5,2015,MA PD
H5580,Local CCP,SOUTHWEST CATHOLIC HEALTH NETWORK CORPORATION,Mercy Care Advantage,Southwest Catholic Health Network,3,2015,MA PD
H5587,Local CCP,"HEALTH CHOICE ARIZONA, INC.",Health Choice Generations HMO SNP,IASIS Healthcare,3,2015,MA PD
H5590,Local CCP,BRIDGEWAY HEALTH SOLUTIONS,Bridgeway Health Solutions,Centene Corporation,3.5,2015,MA PD
H5591,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",5,2015,MA PD
H5594,Local CCP,"OPTIMUM HEALTHCARE, INC.","Optimum HealthCare, Inc.","America's 1st Choice Holdings of Florida, LLC",4.5,2015,MA PD
H5608,Local CCP,"DENVER HEALTH MEDICAL PLAN, INC.","Denver Health Medical Plan, Inc.",Denver Health and Hospital Authority,3.5,2015,MA PD
H5609,Local CCP,GEMCARE HEALTH PLAN INC.,GEMCARE Health Plan,California Physicians' Service,3.5,2015,MA PD
H5619,Local CCP,"ARCADIAN HEALTH PLAN, INC.","Arcadian Health Plan, Inc.",Humana Inc.,4,2015,MA PD
H5628,Local CCP,"MOLINA HEALTHCARE OF UTAH, INC.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",3.5,2015,MA PD
H5640,Local CCP,IEHP HEALTH ACCESS,IEHP Medicare DualChoice,INLAND EMPIRE HEALTH PLAN,3,2015,MA PD
H5649,Local CCP,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",Central Health Medicare Plan,AHMC Central Health LLC,3.5,2015,MA PD
H5652,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,Erickson Advantage,"UnitedHealth Group, Inc.",4.5,2015,MA PD
H5656,Local CCP,"SELECTCARE HEALTH PLANS, INC.",Universal American Corp.,Universal American Corp.,3,2015,MA PD
H5698,Local CCP,"WINDSOR HEALTH PLAN, INC.",WellCare,"WellCare Health Plans, Inc.",3,2015,MA PD
H5746,Local CCP,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC.",Amerigroup Community Care of New Mexico,"WellPoint, Inc.",2.5,2015,MA PD
H5749,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
H5774,Local CCP,"TRIPLE S ADVANTAGE, INC.",Triple S Advantage,Triple-S Management Corporation,3,2015,MA PD
H5793,Local CCP,"AETNA HEALTH, INC. (CT)",Aetna Medicare,Aetna Inc.,4,2015,MA PD
H5810,Local CCP,MOLINA HEALTHCARE OF CALIFORNIA,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,2015,MA PD
H5813,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3.5,2015,MA PD
H5817,Local CCP,"AMERIGROUP TEXAS, INC.",Amerigroup,"WellPoint, Inc.",3,2015,MA PD
H5823,Local CCP,"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",3,2015,MA PD
H5826,Local CCP,COMMUNITY HEALTH PLAN OF WASHINGTON,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,3,2015,MA PD
H5854,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4,2015,MA PD
H5859,Local CCP,"HEALTH PLAN OF CAREOREGON, INC.",CareOregon Advantage,"CareOregon, Inc.",3.5,2015,MA PD
H5883,Local CCP,BLUE CARE NETWORK OF MICHIGAN,Blue Care Network,Blue Cross Blue Shield of Michigan,4.5,2015,MA PD
H5887,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",3,2015,MA PD
H5926,Local CCP,"MOLINA HEALTHCARE OF MICHIGAN, INC.",Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",3,2015,MA PD
H5928,Local CCP,CARE1ST HEALTH PLAN,Care1st Health Plan,Care1st Health Plan,3.5,2015,MA PD
H5932,Local CCP,"GATEWAY HEALTH PLAN, INC.",Gateway Health Medicare Assured,"Gateway Health Plan, LP",2.5,2015,MA PD
H5938,Local CCP,CAPITAL HEALTH PLAN,Capital Health Plan,Guidewell Mutual Holding Corporation,4.5,2015,MA PD
H5969,Local CCP,ALOHACARE,AlohaCare,AlohaCare,2.5,2015,MA PD
H5970,Local CCP,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Insurance Company of New York,Humana Inc.,3.5,2015,MA PD
H5985,Local CCP,"PHOENIX HEALTH PLANS, INC.",Phoenix Health Plans,Tenet Healthcare Corporation,2.5,2015,MA PD
H5991,Local CCP,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,"Affinity Health Services Holdings, Inc.",3.5,2015,MA PD
H5995,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3,2015,MA PD
H6181,Local CCP,"AMERIGROUP NEW YORK, LLC",HealthPlus Amerigroup,"WellPoint, Inc.",3,2015,MA PD
H6306,Local CCP,FIRSTCAROLINACARE INSURANCE COMPANY,FirstCarolinaCare Insurance Company,"FirstHealth of the Carolinas, Inc.",4,2015,MA PD
H6328,Local CCP,"CARE N' CARE INSURANCE COMPANY, INC.",Care NÆ Care Insurance Company,North Texas Specialty Physicians,4,2015,MA PD
H6360,1876 Cost,HEALTHSPAN INTEGRATED CARE,HealthSpan,Catholic Health Partners,5,2015,MA PD
H6528,Local CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",2.5,2015,MA PD
H6609,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4.5,2015,MA PD
H6622,Local CCP,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP,Humana WI Health Organization Insurance Corp,Humana Inc.,4.5,2015,MA PD
H6743,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3.5,2015,MA PD
H6801,Local CCP,"GHS MANAGED HEALTH CARE PLANS, INC.",Lovelace Medicare Plan,Health Care Service Corporation,3,2015,MA PD
H6815,Local CCP,HEALTH NET HEALTH PLAN OF OREGON,"Health Net Health Plan of Oregon, Inc.","Health Net, Inc.",4,2015,MA PD
H6923,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3.5,2015,MA PD
H7006,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,4,2015,MA PD
H7149,Local CCP,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",Coventry Health Care,Aetna Inc.,4,2015,MA PD
H7187,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,2015,MA PD
H7200,Local CCP,"AMERIGROUP TENNESSEE, INC.",Amerigroup,"WellPoint, Inc.",3,2015,MA PD
H7220,Local CCP,"INDIANA UNIVERSITY HEALTH PLANS, INC.",Indiana University Health Plans - Medicare,Indiana University Health,4.5,2015,MA PD
H7301,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Aetna Inc.,4.5,2015,MA PD
H7306,Local CCP,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3.5,2015,MA PD
H7678,Local CCP,"MOLINA HEALTHCARE OF TEXAS, INC.","Molina Healthcare of Texas, Inc.","Molina Healthcare, Inc.,",3,2015,MA PD
H7728,Local CCP,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",4.5,2015,MA PD
H7787,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3.5,2015,MA PD
H7811,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,2015,MA PD
H7908,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,3,2015,MA PD
H7917,Local CCP,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",BlueCross BlueShield of Tennessee,BlueCross BlueShield of Tennessee,3.5,2015,MA PD
H7949,Local CCP,"PACIFICARE OF NEVADA, INC.",SecureHorizons by UnitedHealthcare,"UnitedHealth Group, Inc.",3,2015,MA PD
H8145,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,2015,MA PD
H8189,Local CCP,"MANAGED HEALTH SERVICES, WISCONSIN",Managed Health Services,Centene Corporation,2.5,2015,MA PD
H8393,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3.5,2015,MA PD
H8552,Local CCP,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,Anthem Blue Cross Life and Health Insurance Co.,"WellPoint, Inc.",3.5,2015,MA PD
H8578,Local CCP,"HEALTH NEW ENGLAND, INC.",HNE Medicare Advantage Plans,"Baystate Health, Inc.",4.5,2015,MA PD
H8604,Local CCP,THP INSURANCE COMPANY,Health Plan SecureChoice,Health Plan of the Upper Ohio Valley,3.5,2015,MA PD
H8649,Local CCP,"ALTIUS HEALTH PLANS, INC.",Altius Health Plans,Aetna Inc.,3.5,2015,MA PD
H8748,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,2015,MA PD
H8822,Local CCP,"ADVANTAGE HEALTH SOLUTIONS, INC.","ADVANTAGE Health Solutions, Inc.",Advantage Health Solutions,3.5,2015,MA PD
H8953,Local CCP,"HUMANA HEALTH PLAN OF OHIO, INC.","Humana Health Plan of Ohio, Inc.",Humana Inc.,4,2015,MA PD
H8980,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,4,2015,MA PD
H8991,Local CCP,"AMERIGROUP FLORIDA, INC.",Amerigroup,"WellPoint, Inc.",3.5,2015,MA PD
H9001,Local CCP,FALLON COMMUNITY HEALTH PLAN,Fallon Health,Fallon Community Health Plan,4.5,2015,MA PD
H9003,Local CCP,KAISER FOUNDATION HP OF THE N W,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,2015,MA PD
H9047,Local CCP,PROVIDENCE HEALTH PLAN,Providence Health Plans,Providence Health & Services,5,2015,MA PD
H9082,Local CCP,"MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.","Molina Healthcare, Inc.,",3.5,2015,MA PD
H9104,Local CCP,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Health Plan,3.5,2015,MA PD
H9302,Local CCP,"SOUNDPATH HEALTH, INC.",Soundpath Health,Catholic Health Initiatives,3.5,2015,MA PD
H9385,Local CCP,SCAN HEALTH PLAN ARIZONA,SCAN Health Plan Arizona,SCAN Health Plan,3.5,2015,MA PD
H9572,Local CCP,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Blue Cross Blue Shield of Michigan,4,2015,MA PD
H9615,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4.5,2015,MA PD
H9730,Local CCP,"WELLCARE HEALTH INSURANCE COMPANY OF KENTUCKY, INC",WellCare,"WellCare Health Plans, Inc.",2.5,2015,MA PD
H9847,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,3.5,2015,MA PD
H9859,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4.5,2015,MA PD
H9947,Local CCP,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",Blue Cross Blue Shield of Georgia,"WellPoint, Inc.",3,2015,MA PD
R3175,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
R3332,Regional CCP,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Florida Blue,Guidewell Mutual Holding Corporation,3.5,2015,MA PD
R3444,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",3,2015,MA PD
R5287,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
R5342,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
R5826,Regional CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,2015,MA PD
R5941,Regional CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,2015,MA PD
R6801,Regional CCP,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",2.5,2015,MA PD
R7444,Regional CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2015,MA PD
R9896,Regional CCP,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Care Improvement Plus,"UnitedHealth Group, Inc.",3,2015,MA PD
H0028,Local CCP,"CHA HMO, INC.","CHA HMO, Inc.",Humana Inc.,4,2016,MA PD
H0104,Local CCP,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage (PPO),BlueCross BlueShield of Alabama,4,2016,MA PD
H0150,Local CCP,"HEALTHSPRING OF ALABAMA, INC.",Cigna-HealthSpring,CIGNA,4,2016,MA PD
H0151,Local CCP,"UNITEDHEALTHCARE OF ALABAMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H0154,Local CCP,"VIVA HEALTH, INC.",VIVA Medicare,UAB Health System,4,2016,MA PD
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,Care Improvement Plus,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H0302,Local CCP,"MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,"Veritage, LLC",4,2016,MA PD
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3,2016,MA PD
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",4.5,2016,MA PD
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.","Health Net, Inc.",3.5,2016,MA PD
H0354,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,CIGNA,5,2016,MA PD
H0423,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,3,2016,MA PD
H0490,Local CCP,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",3,2016,MA PD
H0504,Local CCP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,4,2016,MA PD
H0523,Local CCP,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Inc.,3,2016,MA PD
H0524,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,2016,MA PD
H0543,Local CCP,UHC OF CALIFORNIA,UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H0544,Local CCP,CAREMORE HEALTH PLAN,CareMore Health Plan,Anthem Inc.,4,2016,MA PD
H0545,Local CCP,"INTER VALLEY HEALTH PLAN, INC.",Inter Valley Health Plan,InterValley Health Plan,3.5,2016,MA PD
H0562,Local CCP,"HEALTH NET OF CALIFORNIA,INC.",Health Net of California,"Health Net, Inc.",4,2016,MA PD
H0564,Local CCP,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Inc.,3.5,2016,MA PD
H0571,Local CCP,CHINESE COMMUNITY HEALTH PLAN,Chinese Community Health Plan,Chinese Hospital Association,2.5,2016,MA PD
H0602,1876 Cost,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,Rocky Mountain Health Plans,"Rocky Mountain HMO, Inc.",4,2016,MA PD
H0609,Local CCP,"PACIFICARE OF COLORADO, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H0624,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H0630,Local CCP,KAISER FOUNDATION HP OF CO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,2016,MA PD
H0710,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H0712,Local CCP,"WELLCARE OF CONNECTICUT, INC.",WellCare,"WellCare Health Plans, Inc.",3,2016,MA PD
H0755,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H0838,Local CCP,"UNIVERSAL CARE, INC.",Brand New Day,"Universal Care, Inc",3,2016,MA PD
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,4,2016,MA PD
H0908,Local CCP,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Buckeye Health Plan,Centene Corporation,3,2016,MA PD
H0913,Local CCP,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.",WellCare,"WellCare Health Plans, Inc.",3,2016,MA PD
H1016,Local CCP,"AVMED, INC.",AvMed Medicare,"AvMed, Inc.",4,2016,MA PD
H1019,Local CCP,"CAREPLUS HEALTH PLANS, INC.","CarePlus Health Plans, Inc.",Humana Inc.,4.5,2016,MA PD
H1026,Local CCP,"HEALTH OPTIONS, INC.",Florida Blue HMO,Guidewell Mutual Holding Corporation,3.5,2016,MA PD
H1032,Local CCP,"WELLCARE OF FLORIDA, INC.",WellCare,"WellCare Health Plans, Inc.",3.5,2016,MA PD
H1035,Local CCP,"FLORIDA HEALTH CARE PLAN, INC.",Florida Health Care Plans,Guidewell Mutual Holding Corporation,4,2016,MA PD
H1036,Local CCP,"HUMANA MEDICAL PLAN, INC.","Humana Medical Plan, Inc.",Humana Inc.,4,2016,MA PD
H1045,Local CCP,"PREFERRED CARE PARTNERS, INC.","Preferred Care Partners, Inc.","UnitedHealth Group, Inc.",3.5,2016,MA PD
H1099,Local CCP,HEALTH FIRST HEALTH PLANS,"Health First Health Plans, Inc.","Health First, Inc.",3.5,2016,MA PD
H1109,Local CCP,AETNA HEALTH INC.(GEORGIA),Aetna Medicare,Aetna Inc.,3.5,2016,MA PD
H1111,Local CCP,"UNITEDHEALTHCARE OF GEORGIA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H1112,Local CCP,"WELLCARE OF GEORGIA, INC.",WellCare,"WellCare Health Plans, Inc.",2.5,2016,MA PD
H1170,Local CCP,"KAISER FOUNDATION HP OF GA, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",4.5,2016,MA PD
H1230,Local CCP,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",5,2016,MA PD
H1264,Local CCP,"WELLCARE OF TEXAS, INC.",WellCare,"WellCare Health Plans, Inc.",3,2016,MA PD
H1286,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,2016,MA PD
H1302,Local CCP,"BLUE CROSS OF IDAHO CARE PLUS, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",3.5,2016,MA PD
H1304,Local CCP,REGENCE BLUE SHIELD OF IDAHO,Regence BlueShield Of Idaho,"Cambia Health Solutions, Inc.",4,2016,MA PD
H1350,Local CCP,"BLUE CROSS OF IDAHO CARE PLUS, INC.",Blue Cross of Idaho,"Blue Cross of Idaho Health Services, Inc.",4,2016,MA PD
H1365,Local CCP,"MARTIN'S POINT GENERATIONS, LLC",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4.5,2016,MA PD
H1406,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,4,2016,MA PD
H1415,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,3,2016,MA PD
H1416,Local CCP,"HARMONY HEALTH PLAN OF ILLINOIS, INC.",WellCare,"WellCare Health Plans, Inc.",3,2016,MA PD
H1417,Local CCP,"HEALTH ALLIANCE CONNECT, INC.",Health Alliance Medicare,The Carle Foundation,4,2016,MA PD
H1418,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,2016,MA PD
H1463,Local CCP,"HEALTH ALLIANCE CONNECT, INC.",Health Alliance Medicare,The Carle Foundation,4.5,2016,MA PD
H1468,Local CCP,"HUMANA BENEFIT PLAN OF ILLINOIS, INC.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,4.5,2016,MA PD
H1510,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,2016,MA PD
H1517,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H1537,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,UnitedHealthcare,"UnitedHealth Group, Inc.",4.5,2016,MA PD
H1607,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H1608,Local CCP,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,Coventry Health Care,Aetna Inc.,4.5,2016,MA PD
H1609,Local CCP,"AETNA HEALTH, INC.",Coventry Health Care,Aetna Inc.,4.5,2016,MA PD
H1659,Local CCP,"PIEDMONT COMMUNITY HEALTHCARE, INC.",Piedmont Medicare Advantage,Piedmont Community Health Plan,3,2016,MA PD
H1666,Local CCP,HCSC INSURANCE SERVICES COMPANY,Blue Cross Blue Shield of Texas,Health Care Service Corporation,3,2016,MA PD
H1692,Local CCP,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",Coventry Health Care,Aetna Inc.,3.5,2016,MA PD
H1716,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,2016,MA PD
H1777,Local CCP,"CATHOLIC SPECIAL NEEDS PLAN, LLC",ArchCare Advantage,Catholic Health Care System,4,2016,MA PD
H1846,Local CCP,MOUNT CARMEL HEALTH INSURANCE COMPANY,MediGold,Trinity Health,4,2016,MA PD
H1849,Local CCP,"ANTHEM HEALTH PLANS OF KENTUCKY, INC.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3.5,2016,MA PD
H1903,Local CCP,"WELLCARE OF LOUISIANA, INC.",WellCare,"WellCare Health Plans, Inc.",2.5,2016,MA PD
H1944,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,2016,MA PD
H1951,Local CCP,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","Humana Health Benefit Plan of Louisiana, Inc.",Humana Inc.,4.5,2016,MA PD
H1961,Local CCP,"PEOPLES HEALTH, INC.",Peoples Health,"PH Holdings, LLC",4,2016,MA PD
H1994,Local CCP,"SELECTHEALTH, INC.",SelectHealth,"Intermountain Health Care, Inc.",3.5,2016,MA PD
